stage_id,well_id,stage_number,start_datetime,duration_min,fluid_type,proppant_type,status,cluster_count,perforation_start_m,perforation_end_m
STG-00232,WL-008,2,2020-03-27 05:39,146.0,Linear Gel,30/50 Ceramic,Completed,7,165.0,231.0
STG-00233,WL-008,3,2020-03-27 08:23,183.0,Slickwater,30/50 Ceramic,Completed,7,231.0,296.0
STG-00234,WL-008,4,2020-03-27 11:48,159.0,Crosslinked Gel,30/50 Ceramic,Completed,5,296.0,361.0
STG-00235,WL-008,5,2020-03-27 20:14,96.0,Linear Gel,100 Mesh Sand,Completed,4,361.0,426.0
STG-00236,WL-008,6,2020-03-28 03:28,197.0,Slickwater,20/40 RCP,Completed,4,426.0,492.0
STG-00237,WL-008,7,2020-03-28 07:24,167.0,Crosslinked Gel,40/70 Sand,Completed,8,492.0,557.0
STG-00238,WL-008,8,2020-03-27 22:15,106.0,Crosslinked Gel,100 Mesh Sand,Completed,7,557.0,622.0
STG-00239,WL-008,9,2020-03-28 08:29,170.0,Linear Gel,100 Mesh Sand,Completed,6,622.0,688.0
STG-00240,WL-008,10,2020-03-28 19:12,130.0,Crosslinked Gel,100 Mesh Sand,Completed,8,688.0,753.0
STG-00241,WL-008,11,2020-03-28 21:13,93.0,Hybrid,20/40 RCP,Completed,5,753.0,818.0
STG-00242,WL-008,12,2020-03-29 12:57,122.0,Crosslinked Gel,30/50 Ceramic,Completed,4,818.0,883.0
STG-00243,WL-008,13,2020-03-29 15:27,108.0,Hybrid,20/40 RCP,Completed,8,883.0,949.0
STG-00244,WL-008,14,2020-03-30 05:00,179.0,Slickwater,30/50 Ceramic,Completed,4,949.0,1014.0
STG-00245,WL-008,15,2020-03-29 01:34,208.0,Crosslinked Gel,30/50 Ceramic,Completed,6,1014.0,1079.0
STG-00246,WL-008,16,2020-03-28 21:16,103.0,Hybrid,20/40 RCP,Screen-out,4,1079.0,1144.0
STG-00247,WL-008,17,2020-03-29 06:48,178.0,Slickwater,100 Mesh Sand,Completed,8,1144.0,1210.0
STG-00248,WL-008,18,2020-03-29 13:58,155.0,Linear Gel,20/40 RCP,Completed,6,1210.0,1275.0
STG-00249,WL-008,19,2020-03-29 14:30,133.0,Crosslinked Gel,30/50 Ceramic,Completed,8,1275.0,1340.0
STG-00250,WL-008,20,2020-03-30 18:59,187.0,Slickwater,40/70 Sand,Completed,5,1340.0,1406.0
STG-00251,WL-008,21,2020-03-31 09:15,143.0,Slickwater,100 Mesh Sand,Partial,6,1406.0,1471.0
STG-00252,WL-008,22,2020-03-30 18:54,181.0,Linear Gel,20/40 RCP,Completed,8,1471.0,1536.0
STG-00253,WL-008,23,2020-03-30 23:10,105.0,Crosslinked Gel,40/70 Sand,Completed,8,1536.0,1601.0
STG-00254,WL-008,24,2020-03-30 04:51,127.0,Linear Gel,100 Mesh Sand,Completed,6,1601.0,1667.0
STG-00255,WL-008,25,2020-04-01 00:49,118.0,Linear Gel,30/50 Ceramic,Completed,4,1667.0,1732.0
STG-00256,WL-008,26,2020-03-30 19:32,116.0,Slickwater,100 Mesh Sand,Completed,5,1732.0,1797.0
STG-00257,WL-008,27,2020-03-31 05:30,102.0,Hybrid,40/70 Sand,Completed,6,1797.0,1863.0
STG-00258,WL-008,28,2020-03-31 08:26,152.0,Slickwater,100 Mesh Sand,Partial,7,1863.0,1928.0
STG-00259,WL-008,29,2020-04-02 02:44,107.0,Hybrid,40/70 Sand,Completed,7,1928.0,1993.0
STG-00260,WL-008,30,2020-04-01 13:20,235.0,Hybrid,30/50 Ceramic,Completed,4,1993.0,2058.0
STG-00261,WL-008,31,2020-04-01 05:44,213.0,Slickwater,20/40 RCP,Completed,4,2058.0,2124.0
STG-00262,WL-008,32,2020-04-01 15:45,116.0,Slickwater,30/50 Ceramic,Completed,8,2124.0,2189.0
STG-00263,WL-008,33,2020-04-01 17:12,229.0,Linear Gel,20/40 RCP,Completed,6,2189.0,2254.0
STG-00264,WL-008,34,2020-03-31 14:24,176.0,Slickwater,30/50 Ceramic,Completed,5,2254.0,2319.0
STG-00265,WL-008,35,2020-04-03 15:44,205.0,Linear Gel,30/50 Ceramic,Completed,4,2319.0,2385.0
STG-00266,WL-008,36,2020-04-02 06:51,139.0,Slickwater,40/70 Sand,Completed,7,2385.0,2450.0
STG-00267,WL-008,37,2020-04-03 03:35,166.0,Slickwater,20/40 RCP,Completed,6,2450.0,2515.0
STG-00268,WL-008,38,2020-04-04 01:47,107.0,Hybrid,30/50 Ceramic,Completed,5,2515.0,2581.0
STG-00269,WL-008,39,2020-04-01 02:42,133.0,Slickwater,40/70 Sand,Completed,6,2581.0,2646.0
STG-00270,WL-008,40,2020-04-02 14:04,113.0,Hybrid,40/70 Sand,Completed,4,2646.0,2711.0
STG-00271,WL-008,41,2020-04-01 17:34,170.0,Hybrid,40/70 Sand,Completed,8,2711.0,2776.0
STG-00272,WL-008,42,2020-04-01 21:48,140.0,Slickwater,40/70 Sand,Completed,7,2776.0,2842.0
STG-00273,WL-008,43,2020-04-03 16:27,100.0,Linear Gel,30/50 Ceramic,Partial,6,2842.0,2907.0
STG-00274,WL-009,1,2022-05-03 00:00,138.0,Linear Gel,20/40 RCP,Completed,6,100.0,187.0
STG-00275,WL-009,2,2022-05-03 05:23,128.0,Slickwater,30/50 Ceramic,Completed,8,187.0,274.0
STG-00276,WL-009,3,2022-05-03 06:26,204.0,Linear Gel,20/40 RCP,Screen-out,4,274.0,361.0
STG-00277,WL-009,4,2022-05-03 09:30,161.0,Crosslinked Gel,100 Mesh Sand,Completed,4,361.0,447.0
STG-00278,WL-009,5,2022-05-03 19:22,142.0,Linear Gel,20/40 RCP,Completed,8,447.0,534.0
STG-00279,WL-009,6,2022-05-03 23:18,215.0,Slickwater,20/40 RCP,Screen-out,8,534.0,621.0
STG-00280,WL-009,7,2022-05-04 05:43,109.0,Crosslinked Gel,20/40 RCP,Completed,8,621.0,708.0
STG-00281,WL-009,8,2022-05-04 00:10,231.0,Slickwater,20/40 RCP,Completed,4,708.0,795.0
STG-00282,WL-009,9,2022-05-04 19:27,100.0,Crosslinked Gel,100 Mesh Sand,Completed,8,795.0,882.0
STG-00283,WL-009,10,2022-05-04 20:26,176.0,Slickwater,40/70 Sand,Completed,7,882.0,969.0
STG-00284,WL-009,11,2022-05-05 11:43,111.0,Hybrid,30/50 Ceramic,Completed,6,969.0,1056.0
STG-00285,WL-009,12,2022-05-05 15:17,120.0,Linear Gel,20/40 RCP,Completed,6,1056.0,1142.0
STG-00286,WL-009,13,2022-05-05 12:26,115.0,Slickwater,30/50 Ceramic,Completed,4,1142.0,1229.0
STG-00287,WL-009,14,2022-05-05 03:51,190.0,Linear Gel,30/50 Ceramic,Completed,6,1229.0,1316.0
STG-00288,WL-009,15,2022-05-06 00:23,144.0,Hybrid,30/50 Ceramic,Completed,4,1316.0,1403.0
STG-00289,WL-009,16,2022-05-05 23:13,149.0,Hybrid,30/50 Ceramic,Completed,6,1403.0,1490.0
STG-00290,WL-009,17,2022-05-06 22:26,156.0,Linear Gel,40/70 Sand,Completed,8,1490.0,1577.0
STG-00291,WL-009,18,2022-05-06 15:09,159.0,Slickwater,30/50 Ceramic,Completed,8,1577.0,1664.0
STG-00292,WL-009,19,2022-05-06 02:20,202.0,Crosslinked Gel,40/70 Sand,Completed,8,1664.0,1750.0
STG-00293,WL-009,20,2022-05-05 14:19,125.0,Linear Gel,30/50 Ceramic,Completed,4,1750.0,1837.0
STG-00294,WL-009,21,2022-05-06 09:45,148.0,Hybrid,40/70 Sand,Completed,6,1837.0,1924.0
STG-00295,WL-009,22,2022-05-08 02:42,226.0,Linear Gel,40/70 Sand,Completed,5,1924.0,2011.0
STG-00296,WL-010,1,2018-08-16 00:00,108.0,Crosslinked Gel,100 Mesh Sand,Screen-out,8,100.0,205.0
STG-00297,WL-010,2,2018-08-16 05:18,184.0,Slickwater,30/50 Ceramic,Completed,8,205.0,311.0
STG-00298,WL-010,3,2018-08-16 06:47,111.0,Linear Gel,40/70 Sand,Completed,5,311.0,416.0
STG-00299,WL-010,4,2018-08-16 10:37,183.0,Hybrid,20/40 RCP,Completed,4,416.0,521.0
STG-00300,WL-010,5,2018-08-16 16:55,224.0,Hybrid,20/40 RCP,Completed,8,521.0,627.0
STG-00301,WL-010,6,2018-08-16 19:16,113.0,Linear Gel,40/70 Sand,Completed,8,627.0,732.0
STG-00302,WL-010,7,2018-08-16 22:18,127.0,Linear Gel,40/70 Sand,Completed,6,732.0,838.0
STG-00303,WL-010,8,2018-08-17 11:14,95.0,Linear Gel,20/40 RCP,Completed,6,838.0,943.0
STG-00304,WL-010,9,2018-08-17 18:40,204.0,Linear Gel,40/70 Sand,Completed,5,943.0,1048.0
STG-00305,WL-010,10,2018-08-18 00:38,141.0,Hybrid,30/50 Ceramic,Completed,4,1048.0,1154.0
STG-00306,WL-010,11,2018-08-18 01:14,107.0,Crosslinked Gel,100 Mesh Sand,Completed,8,1154.0,1259.0
STG-00307,WL-010,12,2018-08-18 13:05,109.0,Crosslinked Gel,100 Mesh Sand,Completed,5,1259.0,1364.0
STG-00308,WL-010,13,2018-08-17 21:49,210.0,Hybrid,20/40 RCP,Screen-out,4,1364.0,1470.0
STG-00309,WL-010,14,2018-08-19 03:54,124.0,Hybrid,20/40 RCP,Completed,6,1470.0,1575.0
STG-00310,WL-010,15,2018-08-19 09:04,198.0,Linear Gel,100 Mesh Sand,Completed,7,1575.0,1680.0
STG-00311,WL-010,16,2018-08-18 19:35,194.0,Hybrid,20/40 RCP,Completed,4,1680.0,1786.0
STG-00312,WL-010,17,2018-08-18 17:59,128.0,Slickwater,30/50 Ceramic,Completed,4,1786.0,1891.0
STG-00313,WL-010,18,2018-08-19 21:47,117.0,Crosslinked Gel,40/70 Sand,Completed,5,1891.0,1997.0
STG-00314,WL-010,19,2018-08-18 08:04,178.0,Linear Gel,40/70 Sand,Completed,7,1997.0,2102.0
STG-00315,WL-010,20,2018-08-19 10:34,159.0,Slickwater,100 Mesh Sand,Screen-out,4,2102.0,2207.0
STG-00316,WL-010,21,2018-08-19 03:21,113.0,Hybrid,20/40 RCP,Completed,4,2207.0,2313.0
STG-00317,WL-010,22,2018-08-20 15:53,166.0,Hybrid,30/50 Ceramic,Completed,4,2313.0,2418.0
STG-00318,WL-011,1,2022-03-02 00:00,93.0,Linear Gel,100 Mesh Sand,Completed,4,100.0,206.0
STG-00319,WL-011,2,2022-03-02 05:30,230.0,Linear Gel,100 Mesh Sand,Completed,8,206.0,311.0
STG-00320,WL-011,3,2022-03-02 09:27,194.0,Hybrid,30/50 Ceramic,Completed,7,311.0,417.0
STG-00321,WL-011,4,2022-03-02 09:00,196.0,Crosslinked Gel,40/70 Sand,Completed,8,417.0,523.0
STG-00322,WL-011,5,2022-03-02 16:59,176.0,Slickwater,30/50 Ceramic,Completed,4,523.0,628.0
STG-00323,WL-011,6,2022-03-03 05:18,154.0,Slickwater,20/40 RCP,Completed,7,628.0,734.0
STG-00324,WL-011,7,2022-03-02 18:47,230.0,Linear Gel,30/50 Ceramic,Completed,6,734.0,839.0
STG-00325,WL-011,8,2022-03-03 12:41,158.0,Crosslinked Gel,100 Mesh Sand,Completed,6,839.0,945.0
STG-00326,WL-011,9,2022-03-03 05:47,238.0,Slickwater,30/50 Ceramic,Completed,5,945.0,1051.0
STG-00327,WL-011,10,2022-03-03 04:11,109.0,Crosslinked Gel,40/70 Sand,Completed,7,1051.0,1156.0
STG-00328,WL-011,11,2022-03-04 11:25,220.0,Linear Gel,40/70 Sand,Completed,5,1156.0,1262.0
STG-00329,WL-011,12,2022-03-03 11:04,179.0,Linear Gel,100 Mesh Sand,Completed,6,1262.0,1368.0
STG-00330,WL-011,13,2022-03-03 19:15,98.0,Hybrid,100 Mesh Sand,Completed,6,1368.0,1473.0
STG-00331,WL-011,14,2022-03-05 03:24,210.0,Linear Gel,20/40 RCP,Completed,6,1473.0,1579.0
STG-00332,WL-011,15,2022-03-03 19:32,140.0,Hybrid,30/50 Ceramic,Completed,6,1579.0,1684.0
STG-00333,WL-011,16,2022-03-05 11:47,171.0,Slickwater,30/50 Ceramic,Completed,6,1684.0,1790.0
STG-00334,WL-011,17,2022-03-04 05:58,142.0,Crosslinked Gel,20/40 RCP,Completed,7,1790.0,1896.0
STG-00335,WL-011,18,2022-03-05 16:54,201.0,Linear Gel,30/50 Ceramic,Completed,5,1896.0,2001.0
STG-00336,WL-011,19,2022-03-05 08:47,124.0,Linear Gel,30/50 Ceramic,Completed,8,2001.0,2107.0
STG-00337,WL-012,1,2018-07-30 00:00,111.0,Linear Gel,100 Mesh Sand,Completed,7,100.0,186.0
STG-00338,WL-012,2,2018-07-30 04:48,165.0,Hybrid,30/50 Ceramic,Completed,6,186.0,272.0
STG-00339,WL-012,3,2018-07-30 06:36,227.0,Crosslinked Gel,30/50 Ceramic,Completed,6,272.0,358.0
STG-00340,WL-012,4,2018-07-30 13:00,177.0,Linear Gel,40/70 Sand,Completed,7,358.0,445.0
STG-00341,WL-012,5,2018-07-30 16:13,92.0,Slickwater,30/50 Ceramic,Completed,8,445.0,531.0
STG-00342,WL-012,6,2018-07-31 05:58,117.0,Crosslinked Gel,100 Mesh Sand,Screen-out,4,531.0,617.0
STG-00343,WL-012,7,2018-07-31 06:04,112.0,Linear Gel,30/50 Ceramic,Screen-out,8,617.0,703.0
STG-00344,WL-012,8,2018-07-31 13:49,103.0,Hybrid,100 Mesh Sand,Partial,5,703.0,789.0
STG-00345,WL-012,9,2018-07-31 20:22,165.0,Linear Gel,100 Mesh Sand,Completed,5,789.0,875.0
STG-00346,WL-012,10,2018-07-31 04:48,100.0,Crosslinked Gel,30/50 Ceramic,Completed,7,875.0,962.0
STG-00347,WL-012,11,2018-08-01 10:29,121.0,Slickwater,40/70 Sand,Completed,7,962.0,1048.0
STG-00348,WL-012,12,2018-08-01 16:18,121.0,Crosslinked Gel,20/40 RCP,Completed,4,1048.0,1134.0
STG-00349,WL-012,13,2018-08-01 08:39,95.0,Crosslinked Gel,20/40 RCP,Completed,6,1134.0,1220.0
STG-00350,WL-012,14,2018-08-01 16:19,175.0,Hybrid,100 Mesh Sand,Completed,4,1220.0,1306.0
STG-00351,WL-012,15,2018-08-02 00:53,206.0,Linear Gel,20/40 RCP,Completed,8,1306.0,1392.0
STG-00352,WL-012,16,2018-08-01 02:17,169.0,Crosslinked Gel,20/40 RCP,Screen-out,5,1392.0,1478.0
STG-00353,WL-012,17,2018-08-02 23:49,150.0,Crosslinked Gel,20/40 RCP,Completed,5,1478.0,1565.0
STG-00354,WL-012,18,2018-08-01 09:15,113.0,Slickwater,20/40 RCP,Completed,5,1565.0,1651.0
STG-00355,WL-012,19,2018-08-03 06:31,219.0,Linear Gel,100 Mesh Sand,Screen-out,6,1651.0,1737.0
STG-00356,WL-012,20,2018-08-02 23:04,146.0,Slickwater,30/50 Ceramic,Completed,6,1737.0,1823.0
STG-00357,WL-012,21,2018-08-03 15:04,187.0,Hybrid,30/50 Ceramic,Completed,8,1823.0,1909.0
STG-00358,WL-012,22,2018-08-02 05:07,94.0,Hybrid,40/70 Sand,Completed,5,1909.0,1995.0
STG-00359,WL-012,23,2018-08-03 22:09,197.0,Slickwater,30/50 Ceramic,Completed,8,1995.0,2082.0
STG-00360,WL-012,24,2018-08-03 12:29,94.0,Linear Gel,40/70 Sand,Completed,8,2082.0,2168.0
STG-00361,WL-012,25,2018-08-04 15:39,125.0,Slickwater,30/50 Ceramic,Completed,7,2168.0,2254.0
STG-00362,WL-012,26,2018-08-05 05:58,93.0,Linear Gel,20/40 RCP,Completed,7,2254.0,2340.0
STG-00363,WL-013,1,2021-09-15 00:00,210.0,Hybrid,30/50 Ceramic,Completed,4,100.0,162.0
STG-00364,WL-013,2,2021-09-15 04:20,188.0,Crosslinked Gel,40/70 Sand,Completed,8,162.0,224.0
STG-00365,WL-013,3,2021-09-15 09:50,105.0,Hybrid,40/70 Sand,Completed,7,224.0,286.0
STG-00366,WL-013,4,2021-09-15 13:31,198.0,Slickwater,100 Mesh Sand,Completed,8,286.0,348.0
STG-00367,WL-013,5,2021-09-15 13:50,215.0,Hybrid,40/70 Sand,Completed,6,348.0,410.0
STG-00368,WL-013,6,2021-09-16 05:01,190.0,Hybrid,30/50 Ceramic,Completed,8,410.0,472.0
STG-00369,WL-013,7,2021-09-16 10:06,134.0,Slickwater,30/50 Ceramic,Completed,5,472.0,534.0
STG-00370,WL-013,8,2021-09-16 10:20,92.0,Crosslinked Gel,40/70 Sand,Completed,6,534.0,596.0
STG-00371,WL-013,9,2021-09-16 14:44,121.0,Slickwater,40/70 Sand,Completed,8,596.0,658.0
STG-00372,WL-013,10,2021-09-17 04:25,117.0,Hybrid,40/70 Sand,Completed,8,658.0,720.0
STG-00373,WL-013,11,2021-09-17 03:37,153.0,Crosslinked Gel,100 Mesh Sand,Completed,4,720.0,782.0
STG-00374,WL-013,12,2021-09-16 11:40,213.0,Crosslinked Gel,40/70 Sand,Completed,8,782.0,844.0
STG-00375,WL-013,13,2021-09-17 02:59,129.0,Slickwater,20/40 RCP,Completed,8,844.0,906.0
STG-00376,WL-013,14,2021-09-17 02:17,179.0,Crosslinked Gel,20/40 RCP,Completed,5,906.0,968.0
STG-00377,WL-013,15,2021-09-18 03:47,184.0,Linear Gel,30/50 Ceramic,Completed,7,968.0,1030.0
STG-00378,WL-013,16,2021-09-17 00:17,173.0,Slickwater,40/70 Sand,Completed,7,1030.0,1092.0
STG-00379,WL-013,17,2021-09-17 19:56,134.0,Linear Gel,40/70 Sand,Screen-out,6,1092.0,1154.0
STG-00380,WL-013,18,2021-09-18 09:56,205.0,Crosslinked Gel,30/50 Ceramic,Completed,6,1154.0,1216.0
STG-00381,WL-013,19,2021-09-19 10:40,220.0,Hybrid,30/50 Ceramic,Completed,8,1216.0,1278.0
STG-00382,WL-013,20,2021-09-18 17:00,224.0,Crosslinked Gel,40/70 Sand,Completed,7,1278.0,1340.0
STG-00383,WL-013,21,2021-09-17 19:21,154.0,Linear Gel,40/70 Sand,Completed,5,1340.0,1402.0
STG-00384,WL-013,22,2021-09-17 21:05,130.0,Crosslinked Gel,20/40 RCP,Completed,8,1402.0,1464.0
STG-00385,WL-013,23,2021-09-18 21:35,185.0,Hybrid,30/50 Ceramic,Completed,8,1464.0,1527.0
STG-00386,WL-013,24,2021-09-19 22:45,111.0,Hybrid,40/70 Sand,Completed,7,1527.0,1589.0
STG-00387,WL-013,25,2021-09-20 23:42,238.0,Linear Gel,20/40 RCP,Completed,6,1589.0,1651.0
STG-00388,WL-013,26,2021-09-19 16:18,116.0,Slickwater,20/40 RCP,Completed,8,1651.0,1713.0
STG-00389,WL-013,27,2021-09-19 17:39,93.0,Hybrid,40/70 Sand,Completed,8,1713.0,1775.0
STG-00390,WL-013,28,2021-09-19 13:35,108.0,Slickwater,30/50 Ceramic,Completed,7,1775.0,1837.0
STG-00391,WL-013,29,2021-09-20 14:11,131.0,Linear Gel,30/50 Ceramic,Completed,8,1837.0,1899.0
STG-00392,WL-013,30,2021-09-18 15:42,188.0,Slickwater,20/40 RCP,Completed,5,1899.0,1961.0
STG-00393,WL-013,31,2021-09-22 01:25,121.0,Crosslinked Gel,20/40 RCP,Completed,6,1961.0,2023.0
STG-00394,WL-013,32,2021-09-19 01:12,111.0,Slickwater,40/70 Sand,Completed,6,2023.0,2085.0
STG-00395,WL-013,33,2021-09-21 05:06,221.0,Slickwater,20/40 RCP,Completed,8,2085.0,2147.0
STG-00396,WL-013,34,2021-09-20 23:35,180.0,Crosslinked Gel,100 Mesh Sand,Completed,5,2147.0,2209.0
STG-00397,WL-013,35,2021-09-23 09:27,116.0,Linear Gel,30/50 Ceramic,Completed,6,2209.0,2271.0
STG-00398,WL-013,36,2021-09-21 19:34,153.0,Crosslinked Gel,40/70 Sand,Completed,5,2271.0,2333.0
STG-00399,WL-013,37,2021-09-22 05:03,168.0,Linear Gel,100 Mesh Sand,Completed,4,2333.0,2395.0
STG-00400,WL-013,38,2021-09-19 19:19,115.0,Crosslinked Gel,20/40 RCP,Completed,8,2395.0,2457.0
STG-00401,WL-013,39,2021-09-21 22:05,102.0,Hybrid,30/50 Ceramic,Completed,8,2457.0,2519.0
STG-00402,WL-013,40,2021-09-21 10:16,127.0,Linear Gel,30/50 Ceramic,Completed,8,2519.0,2581.0
STG-00403,WL-013,41,2021-09-21 16:21,133.0,Linear Gel,30/50 Ceramic,Completed,7,2581.0,2643.0
STG-00404,WL-013,42,2021-09-24 07:20,198.0,Crosslinked Gel,30/50 Ceramic,Completed,4,2643.0,2705.0
STG-00405,WL-013,43,2021-09-25 09:28,175.0,Crosslinked Gel,100 Mesh Sand,Completed,8,2705.0,2767.0
STG-00406,WL-013,44,2021-09-22 22:13,190.0,Hybrid,100 Mesh Sand,Screen-out,8,2767.0,2829.0
STG-00407,WL-014,1,2021-12-07 00:00,200.0,Linear Gel,40/70 Sand,Completed,5,100.0,203.0
STG-00408,WL-014,2,2021-12-07 03:05,95.0,Slickwater,40/70 Sand,Completed,4,203.0,306.0
STG-00409,WL-014,3,2021-12-07 08:38,179.0,Linear Gel,40/70 Sand,Completed,7,306.0,409.0
STG-00410,WL-014,4,2021-12-07 15:12,164.0,Linear Gel,20/40 RCP,Completed,4,409.0,512.0
STG-00411,WL-014,5,2021-12-07 20:28,140.0,Hybrid,30/50 Ceramic,Completed,7,512.0,615.0
STG-00412,WL-014,6,2021-12-07 22:52,106.0,Crosslinked Gel,40/70 Sand,Completed,7,615.0,718.0
STG-00413,WL-014,7,2021-12-08 10:25,199.0,Crosslinked Gel,30/50 Ceramic,Completed,6,718.0,821.0
STG-00414,WL-014,8,2021-12-08 09:48,193.0,Hybrid,40/70 Sand,Completed,6,821.0,924.0
STG-00415,WL-014,9,2021-12-08 13:23,127.0,Hybrid,30/50 Ceramic,Completed,6,924.0,1026.0
STG-00416,WL-014,10,2021-12-08 22:01,210.0,Linear Gel,30/50 Ceramic,Completed,7,1026.0,1129.0
STG-00417,WL-014,11,2021-12-08 16:27,131.0,Crosslinked Gel,30/50 Ceramic,Completed,4,1129.0,1232.0
STG-00418,WL-014,12,2021-12-09 03:55,144.0,Linear Gel,20/40 RCP,Completed,6,1232.0,1335.0
STG-00419,WL-014,13,2021-12-09 22:21,228.0,Hybrid,30/50 Ceramic,Completed,4,1335.0,1438.0
STG-00420,WL-014,14,2021-12-09 02:13,233.0,Slickwater,30/50 Ceramic,Completed,7,1438.0,1541.0
STG-00421,WL-014,15,2021-12-09 21:33,118.0,Linear Gel,40/70 Sand,Completed,5,1541.0,1644.0
STG-00422,WL-014,16,2021-12-10 10:15,221.0,Crosslinked Gel,30/50 Ceramic,Screen-out,5,1644.0,1747.0
STG-00423,WL-014,17,2021-12-09 05:14,211.0,Hybrid,40/70 Sand,Completed,4,1747.0,1850.0
STG-00424,WL-014,18,2021-12-10 13:09,194.0,Hybrid,40/70 Sand,Completed,4,1850.0,1953.0
STG-00425,WL-014,19,2021-12-09 11:24,127.0,Crosslinked Gel,20/40 RCP,Completed,4,1953.0,2056.0
STG-00426,WL-014,20,2021-12-10 23:49,123.0,Hybrid,100 Mesh Sand,Partial,8,2056.0,2159.0
STG-00427,WL-014,21,2021-12-11 22:40,232.0,Hybrid,20/40 RCP,Completed,7,2159.0,2262.0
STG-00428,WL-014,22,2021-12-10 21:04,196.0,Hybrid,30/50 Ceramic,Completed,6,2262.0,2365.0
STG-00429,WL-014,23,2021-12-10 12:50,117.0,Slickwater,100 Mesh Sand,Completed,8,2365.0,2468.0
STG-00430,WL-014,24,2021-12-10 13:01,227.0,Slickwater,40/70 Sand,Completed,7,2468.0,2571.0
STG-00431,WL-014,25,2021-12-12 15:31,195.0,Hybrid,100 Mesh Sand,Completed,7,2571.0,2673.0
STG-00432,WL-014,26,2021-12-12 14:05,229.0,Hybrid,30/50 Ceramic,Screen-out,4,2673.0,2776.0
STG-00433,WL-014,27,2021-12-10 06:43,232.0,Slickwater,30/50 Ceramic,Completed,6,2776.0,2879.0
STG-00434,WL-014,28,2021-12-11 21:48,219.0,Linear Gel,40/70 Sand,Completed,8,2879.0,2982.0
STG-00435,WL-014,29,2021-12-12 03:18,138.0,Hybrid,100 Mesh Sand,Completed,6,2982.0,3085.0
STG-00436,WL-014,30,2021-12-11 05:08,96.0,Linear Gel,30/50 Ceramic,Completed,5,3085.0,3188.0
STG-00437,WL-014,31,2021-12-10 19:16,125.0,Crosslinked Gel,30/50 Ceramic,Completed,8,3188.0,3291.0
STG-00438,WL-014,32,2021-12-13 11:43,102.0,Hybrid,40/70 Sand,Screen-out,8,3291.0,3394.0
STG-00439,WL-014,33,2021-12-14 10:11,141.0,Linear Gel,20/40 RCP,Completed,8,3394.0,3497.0
STG-00440,WL-015,1,2019-02-28 00:00,100.0,Slickwater,40/70 Sand,Completed,5,100.0,170.0
STG-00441,WL-015,2,2019-02-28 04:25,171.0,Hybrid,100 Mesh Sand,Completed,6,170.0,239.0
STG-00442,WL-015,3,2019-02-28 08:18,138.0,Linear Gel,30/50 Ceramic,Completed,6,239.0,309.0
STG-00443,WL-015,4,2019-02-28 11:43,223.0,Slickwater,30/50 Ceramic,Completed,6,309.0,379.0
STG-00444,WL-015,5,2019-02-28 20:18,125.0,Slickwater,100 Mesh Sand,Completed,7,379.0,448.0
STG-00445,WL-015,6,2019-02-28 19:36,221.0,Linear Gel,30/50 Ceramic,Completed,4,448.0,518.0
STG-00446,WL-015,7,2019-03-01 05:29,221.0,Crosslinked Gel,30/50 Ceramic,Completed,8,518.0,588.0
STG-00447,WL-015,8,2019-03-01 01:38,231.0,Hybrid,20/40 RCP,Completed,5,588.0,657.0
STG-00448,WL-015,9,2019-03-01 10:55,240.0,Crosslinked Gel,20/40 RCP,Completed,8,657.0,727.0
STG-00449,WL-015,10,2019-03-02 03:38,205.0,Hybrid,40/70 Sand,Completed,8,727.0,796.0
STG-00450,WL-015,11,2019-03-02 08:11,162.0,Slickwater,20/40 RCP,Completed,8,796.0,866.0
STG-00451,WL-015,12,2019-03-02 08:13,221.0,Slickwater,100 Mesh Sand,Partial,4,866.0,936.0
STG-00452,WL-015,13,2019-03-02 17:50,205.0,Hybrid,40/70 Sand,Completed,5,936.0,1005.0
STG-00453,WL-015,14,2019-03-02 03:47,153.0,Linear Gel,100 Mesh Sand,Completed,5,1005.0,1075.0
STG-00454,WL-015,15,2019-03-03 00:06,126.0,Linear Gel,100 Mesh Sand,Completed,8,1075.0,1145.0
STG-00455,WL-015,16,2019-03-02 17:02,143.0,Slickwater,20/40 RCP,Completed,5,1145.0,1214.0
STG-00456,WL-015,17,2019-03-03 00:38,134.0,Linear Gel,100 Mesh Sand,Completed,8,1214.0,1284.0
STG-00457,WL-015,18,2019-03-03 02:34,96.0,Crosslinked Gel,100 Mesh Sand,Completed,7,1284.0,1354.0
STG-00458,WL-015,19,2019-03-02 19:44,238.0,Slickwater,40/70 Sand,Completed,8,1354.0,1423.0
STG-00459,WL-015,20,2019-03-02 13:09,148.0,Linear Gel,30/50 Ceramic,Completed,4,1423.0,1493.0
STG-00460,WL-015,21,2019-03-03 20:28,123.0,Slickwater,100 Mesh Sand,Screen-out,7,1493.0,1562.0
STG-00461,WL-015,22,2019-03-02 16:59,208.0,Linear Gel,40/70 Sand,Completed,5,1562.0,1632.0
STG-00462,WL-015,23,2019-03-04 20:32,153.0,Linear Gel,30/50 Ceramic,Completed,7,1632.0,1702.0
STG-00463,WL-015,24,2019-03-04 03:56,232.0,Linear Gel,20/40 RCP,Completed,4,1702.0,1771.0
STG-00464,WL-015,25,2019-03-05 01:09,182.0,Hybrid,30/50 Ceramic,Completed,4,1771.0,1841.0
