pdat_id,stage_id,well_id,test_type,closure_pressure_psi,reservoir_pressure_psi,permeability_nd,fracture_gradient_psi_ft,skin_factor,leakoff_coefficient_Cw,contact_half_length_m,fracture_height_m,pdat_analyst,analysis_date,formation,aspect_ratio
PDT-00167,STG-00168,WL-006,StepRate,6420.0,4362.0,0.019271,0.759,-0.71,0.00261,299.0,99.0,R. Perez,2022-05-24,Organico,0.331
PDT-00168,STG-00169,WL-006,DFIT,4576.0,4612.0,0.039886,0.785,-1.95,0.00165,96.0,60.0,M. Gonzalez,2022-05-22,Organico,0.625
PDT-00169,STG-00170,WL-006,DFIT,6069.0,4190.0,0.025244,0.681,-4.1,0.00055,250.0,62.0,S. Dottori,2022-05-23,Organico,0.248
PDT-00170,STG-00171,WL-006,Minifrac,4599.0,4107.0,0.037699,0.793,-3.93,0.00077,236.0,87.0,R. Perez,2022-05-24,Organico,0.369
PDT-00171,STG-00172,WL-006,StepRate,5018.0,6470.0,0.041565,0.768,-0.36,0.00342,96.0,50.0,M. Gonzalez,2022-05-24,Organico,0.521
PDT-00172,STG-00173,WL-006,Minifrac,5914.0,3828.0,0.010314,0.805,-3.07,0.00275,164.0,113.0,S. Dottori,2022-05-24,Organico,0.689
PDT-00173,STG-00174,WL-006,DFIT,5644.0,4110.0,0.030204,0.725,-2.53,0.00422,83.0,102.0,R. Perez,2022-05-23,Organico,1.229
PDT-00174,STG-00175,WL-006,DFIT,4659.0,6107.0,0.028241,0.78,-2.85,0.00217,102.0,107.0,M. Gonzalez,2022-05-25,Organico,1.049
PDT-00175,STG-00176,WL-006,StepRate,6875.0,6456.0,0.043336,0.832,-3.48,0.00424,271.0,117.0,S. Dottori,2022-05-25,Organico,0.432
PDT-00176,STG-00177,WL-006,Minifrac,6040.0,6189.0,0.012433,0.831,1.37,0.00245,105.0,95.0,S. Dottori,2022-05-25,Organico,0.905
PDT-00177,STG-00178,WL-006,StepRate,6376.0,3803.0,0.038304,0.798,-4.93,0.00216,244.0,71.0,R. Perez,2022-05-26,Organico,0.291
PDT-00178,STG-00179,WL-006,DFIT,6412.0,4295.0,0.033719,0.833,-2.73,0.00455,216.0,59.0,S. Dottori,2022-05-25,Organico,0.273
PDT-00179,STG-00180,WL-006,DFIT,4570.0,5420.0,0.039858,0.8,-4.44,0.00478,270.0,115.0,M. Gonzalez,2022-05-26,Organico,0.426
PDT-00180,STG-00181,WL-006,DFIT,4820.0,5975.0,0.030891,0.677,-2.38,0.00415,233.0,40.0,S. Dottori,2022-05-24,Organico,0.172
PDT-00181,STG-00182,WL-006,DFIT,6398.0,6310.0,0.030076,0.777,0.34,0.00119,343.0,63.0,R. Perez,2022-05-27,Organico,0.184
PDT-00182,STG-00183,WL-006,Minifrac,5940.0,4871.0,0.049536,0.826,0.25,0.00292,205.0,47.0,S. Dottori,2022-05-26,Organico,0.229
PDT-00183,STG-00184,WL-006,DFIT,4783.0,5636.0,0.049881,0.783,-3.16,0.00141,222.0,36.0,M. Gonzalez,2022-05-27,Organico,0.162
PDT-00184,STG-00185,WL-006,Minifrac,6919.0,4949.0,0.010091,0.813,0.21,0.00437,138.0,66.0,M. Gonzalez,2022-05-25,Organico,0.478
PDT-00185,STG-00186,WL-006,DFIT,6179.0,4440.0,0.025058,0.81,-1.58,0.00412,195.0,120.0,S. Dottori,2022-05-26,Organico,0.615
PDT-00186,STG-00187,WL-006,DFIT,5081.0,4726.0,0.003641,0.716,-1.77,0.0048,165.0,111.0,R. Perez,2022-05-28,Organico,0.673
PDT-00188,STG-00189,WL-006,Minifrac,5940.0,3813.0,0.002159,0.846,-3.99,0.00232,332.0,48.0,M. Gonzalez,2022-05-26,Organico,0.145
PDT-00189,STG-00190,WL-006,DFIT,6736.0,4591.0,0.036583,0.806,1.74,0.00274,246.0,60.0,S. Dottori,2022-05-26,Organico,0.244
PDT-00190,STG-00191,WL-006,StepRate,6164.0,3927.0,0.006873,0.688,-3.29,0.00379,104.0,62.0,S. Dottori,2022-05-28,Organico,0.596
PDT-00191,STG-00192,WL-006,StepRate,4778.0,5394.0,0.034116,0.837,0.46,0.0034,112.0,64.0,S. Dottori,2022-05-28,Organico,0.571
PDT-00192,STG-00193,WL-007,Minifrac,6590.0,4773.0,0.020077,0.828,-1.83,0.0037400000000000003,286.34999999999997,74.7,R. Perez,2019-05-10,Loma Amarilla,0.261
PDT-00193,STG-00194,WL-007,DFIT,6255.0,5669.0,0.023019,0.677,-3.3,0.001649,309.34999999999997,36.0,S. Dottori,2019-05-10,Loma Amarilla,0.116
PDT-00194,STG-00195,WL-007,DFIT,5700.0,4524.0,0.019106,0.721,-5.08,0.0022099999999999997,401.34999999999997,51.300000000000004,S. Dottori,2019-05-10,Loma Amarilla,0.128
PDT-00195,STG-00196,WL-007,Minifrac,6345.0,6299.0,0.003026,0.652,-0.61,0.001496,195.49999999999997,71.10000000000001,M. Gonzalez,2019-05-10,Loma Amarilla,0.364
PDT-00196,STG-00197,WL-007,Minifrac,5468.0,5145.0,0.0228,0.652,-2.73,0.002669,269.09999999999997,87.3,R. Perez,2019-05-10,Loma Amarilla,0.324
PDT-00197,STG-00198,WL-007,Minifrac,5510.0,5890.0,0.030335,0.749,0.8899999999999999,0.0018700000000000001,159.85,76.5,S. Dottori,2019-05-11,Loma Amarilla,0.479
PDT-00198,STG-00199,WL-007,DFIT,5711.0,5112.0,0.008183,0.817,0.07999999999999996,0.0010115,204.7,35.1,R. Perez,2019-05-11,Loma Amarilla,0.171
PDT-00199,STG-00200,WL-007,DFIT,6355.0,5728.0,0.014805,0.76,-1.1099999999999999,0.0022695,348.45,94.5,M. Gonzalez,2019-05-11,Loma Amarilla,0.271
PDT-00200,STG-00201,WL-007,Minifrac,5720.0,4830.0,0.041586,0.748,-3.78,0.002363,135.7,82.8,M. Gonzalez,2019-05-11,Loma Amarilla,0.61
PDT-00201,STG-00202,WL-007,Minifrac,6329.0,4278.0,0.021741,0.774,-5.32,0.001972,140.29999999999998,71.10000000000001,R. Perez,2019-05-11,Loma Amarilla,0.507
PDT-00202,STG-00203,WL-007,StepRate,5504.0,5227.0,0.006225,0.758,-1.22,0.0042415,394.45,105.3,S. Dottori,2019-05-11,Loma Amarilla,0.267
PDT-00203,STG-00204,WL-007,StepRate,5260.0,5584.0,0.014024,0.803,-4.66,0.0033405,228.85,96.3,S. Dottori,2019-05-12,Loma Amarilla,0.421
PDT-00204,STG-00205,WL-007,DFIT,6304.0,5469.0,0.004668,0.673,-4.74,0.0031959999999999996,135.7,64.8,R. Perez,2019-05-11,Loma Amarilla,0.478
PDT-00205,STG-00206,WL-007,StepRate,4572.0,3800.0,0.012887,0.821,-0.13,0.0017255,93.14999999999999,72.0,R. Perez,2019-05-13,Loma Amarilla,0.773
PDT-00206,STG-00207,WL-007,Minifrac,5399.0,6087.0,0.016462,0.79,-5.18,0.0019039999999999999,198.95,93.60000000000001,S. Dottori,2019-05-13,Loma Amarilla,0.47
PDT-00208,STG-00209,WL-007,DFIT,6589.0,4047.0,0.002901,0.723,1.2,0.0041905,155.25,38.7,M. Gonzalez,2019-05-13,Loma Amarilla,0.249
PDT-00209,STG-00210,WL-007,DFIT,6804.0,6300.0,0.039963,0.846,0.15000000000000002,0.00046750000000000003,181.7,29.7,R. Perez,2019-05-12,Loma Amarilla,0.163
PDT-00210,STG-00211,WL-007,Minifrac,5112.0,3808.0,0.045607,0.775,-2.3899999999999997,0.0032045,195.49999999999997,104.4,M. Gonzalez,2019-05-13,Loma Amarilla,0.534
PDT-00211,STG-00212,WL-007,DFIT,6791.0,4847.0,0.02522,0.716,-0.86,0.004233,100.05,99.9,R. Perez,2019-05-14,Loma Amarilla,0.999
PDT-00212,STG-00213,WL-007,DFIT,6204.0,5057.0,0.006155,0.662,1.17,0.002771,124.19999999999999,96.3,M. Gonzalez,2019-05-13,Loma Amarilla,0.775
PDT-00213,STG-00214,WL-007,Minifrac,4817.0,6249.0,0.029568,0.798,-5.28,0.001632,174.79999999999998,103.5,S. Dottori,2019-05-12,Loma Amarilla,0.592
PDT-00214,STG-00215,WL-007,Minifrac,5345.0,5692.0,0.042198,0.769,-0.010000000000000009,0.0032895,269.09999999999997,52.2,S. Dottori,2019-05-14,Loma Amarilla,0.194
PDT-00215,STG-00216,WL-007,Minifrac,5628.0,6138.0,0.004555,0.815,-4.38,0.0017,101.19999999999999,36.9,M. Gonzalez,2019-05-13,Loma Amarilla,0.365
PDT-00216,STG-00217,WL-007,Minifrac,4860.0,6324.0,0.049456,0.737,-1.3399999999999999,0.0034,320.84999999999997,105.3,M. Gonzalez,2019-05-13,Loma Amarilla,0.328
PDT-00217,STG-00218,WL-007,DFIT,4817.0,4017.0,0.009623,0.701,-3.57,0.0028899999999999998,109.24999999999999,33.300000000000004,M. Gonzalez,2019-05-15,Loma Amarilla,0.305
PDT-00218,STG-00219,WL-007,DFIT,6546.0,6462.0,0.012891,0.661,0.20999999999999996,0.0027965,389.84999999999997,47.7,M. Gonzalez,2019-05-14,Loma Amarilla,0.122
PDT-00219,STG-00220,WL-007,DFIT,4714.0,4507.0,0.006386,0.695,-4.76,0.0040715,178.25,63.0,R. Perez,2019-05-13,Loma Amarilla,0.353
PDT-00220,STG-00221,WL-007,DFIT,6154.0,5042.0,0.018596,0.703,-5.03,0.002414,188.6,84.60000000000001,S. Dottori,2019-05-14,Loma Amarilla,0.449
PDT-00221,STG-00222,WL-007,StepRate,5854.0,6247.0,0.002104,0.73,1.13,0.001377,384.09999999999997,104.4,S. Dottori,2019-05-14,Loma Amarilla,0.272
PDT-00222,STG-00223,WL-007,DFIT,5397.0,3825.0,0.03813,0.762,0.8,0.000544,175.95,86.4,R. Perez,2019-05-15,Loma Amarilla,0.491
PDT-00223,STG-00224,WL-007,DFIT,5629.0,4839.0,0.039158,0.682,1.33,0.001632,225.39999999999998,49.5,M. Gonzalez,2019-05-15,Loma Amarilla,0.22
PDT-00224,STG-00225,WL-007,DFIT,4874.0,5814.0,0.009406,0.697,0.050000000000000044,0.000782,227.7,28.8,M. Gonzalez,2019-05-16,Loma Amarilla,0.126
PDT-00225,STG-00226,WL-007,DFIT,6432.0,5120.0,0.015568,0.682,-1.22,0.0029749999999999998,300.15,45.0,R. Perez,2019-05-17,Loma Amarilla,0.15
PDT-00226,STG-00227,WL-007,DFIT,6075.0,4697.0,0.041852,0.793,-3.05,0.00323,384.09999999999997,34.2,M. Gonzalez,2019-05-17,Loma Amarilla,0.089
PDT-00227,STG-00228,WL-007,DFIT,6679.0,5187.0,0.029446,0.724,-0.81,0.002074,328.9,93.60000000000001,M. Gonzalez,2019-05-15,Loma Amarilla,0.285
PDT-00228,STG-00229,WL-007,DFIT,5728.0,6289.0,0.024079,0.653,-2.4299999999999997,0.0035615,334.65,68.4,S. Dottori,2019-05-15,Loma Amarilla,0.204
PDT-00229,STG-00230,WL-007,DFIT,6137.0,4229.0,0.036889,0.788,-1.7,0.0025925,125.35,62.1,M. Gonzalez,2019-05-17,Loma Amarilla,0.495
PDT-00230,STG-00231,WL-008,StepRate,5643.0,3984.0,0.034161,0.659,-3.25,0.00209,280.0,74.0,R. Perez,2020-03-27,Organico,0.264
PDT-00231,STG-00232,WL-008,Minifrac,5888.0,3812.0,0.026037,0.729,-2.92,0.00397,323.0,99.0,R. Perez,2020-03-27,Organico,0.307
PDT-00232,STG-00233,WL-008,DFIT,5619.0,5634.0,0.004849,0.732,1.6,0.00246,346.0,35.0,R. Perez,2020-03-27,Organico,0.101
PDT-00233,STG-00234,WL-008,Minifrac,5751.0,6421.0,0.00657,0.829,-0.16,0.00167,323.0,69.0,M. Gonzalez,2020-03-27,Organico,0.214
PDT-00234,STG-00235,WL-008,DFIT,6627.0,5519.0,0.007138,0.78,-3.66,0.00235,126.0,32.0,R. Perez,2020-03-27,Organico,0.254
PDT-00235,STG-00236,WL-008,StepRate,5468.0,6469.0,0.038096,0.666,-0.38,0.00172,146.0,53.0,R. Perez,2020-03-28,Organico,0.363
PDT-00236,STG-00237,WL-008,DFIT,6174.0,4559.0,0.026195,0.72,-2.75,0.00161,190.0,89.0,R. Perez,2020-03-28,Organico,0.468
PDT-00237,STG-00238,WL-008,DFIT,5575.0,4063.0,0.019541,0.653,1.29,0.00287,309.0,35.0,S. Dottori,2020-03-27,Organico,0.113
PDT-00238,STG-00239,WL-008,Minifrac,6118.0,6088.0,0.019601,0.761,0.43,0.00088,312.0,44.0,S. Dottori,2020-03-28,Organico,0.141
PDT-00239,STG-00240,WL-008,DFIT,4685.0,6192.0,0.008808,0.776,-0.49,0.00177,346.0,36.0,R. Perez,2020-03-28,Organico,0.104
PDT-00240,STG-00241,WL-008,DFIT,5549.0,4128.0,0.005303,0.829,-0.9,0.00471,173.0,91.0,S. Dottori,2020-03-28,Organico,0.526
PDT-00241,STG-00242,WL-008,Minifrac,5790.0,4511.0,0.033185,0.839,-1.85,0.00387,254.0,73.0,S. Dottori,2020-03-29,Organico,0.287
PDT-00242,STG-00243,WL-008,Minifrac,6813.0,3869.0,0.035439,0.716,-3.74,0.0028,216.0,42.0,M. Gonzalez,2020-03-29,Organico,0.194
PDT-00243,STG-00244,WL-008,StepRate,6932.0,6370.0,0.000482,0.798,-3.1,0.00367,345.0,34.0,S. Dottori,2020-03-30,Organico,0.099
PDT-00244,STG-00245,WL-008,Minifrac,4672.0,4118.0,0.045814,0.776,0.9,0.00454,201.0,34.0,M. Gonzalez,2020-03-29,Organico,0.169
PDT-00245,STG-00246,WL-008,DFIT,4972.0,4908.0,0.005998,0.683,-1.88,0.00203,206.0,69.0,M. Gonzalez,2020-03-28,Organico,0.335
PDT-00246,STG-00247,WL-008,DFIT,6889.0,4983.0,0.036089,0.781,-3.84,0.00496,205.0,66.0,S. Dottori,2020-03-29,Organico,0.322
PDT-00247,STG-00248,WL-008,Minifrac,4765.0,6217.0,0.039645,0.8,-4.74,0.0041,117.0,50.0,S. Dottori,2020-03-29,Organico,0.427
PDT-00248,STG-00249,WL-008,DFIT,5261.0,5604.0,0.04771,0.716,-2.15,0.00397,197.0,113.0,R. Perez,2020-03-29,Organico,0.574
PDT-00249,STG-00250,WL-008,DFIT,6929.0,4950.0,0.011636,0.686,1.97,0.00389,190.0,104.0,R. Perez,2020-03-30,Organico,0.547
PDT-00250,STG-00251,WL-008,DFIT,5660.0,4545.0,0.009084,0.761,0.9,0.00119,89.0,52.0,S. Dottori,2020-03-31,Organico,0.584
PDT-00251,STG-00252,WL-008,Minifrac,6299.0,6222.0,0.007605,0.728,-1.75,0.00184,276.0,112.0,M. Gonzalez,2020-03-30,Organico,0.406
PDT-00252,STG-00253,WL-008,Minifrac,5262.0,5468.0,0.01386,0.66,1.38,0.00447,342.0,94.0,S. Dottori,2020-03-30,Organico,0.275
PDT-00253,STG-00254,WL-008,DFIT,4526.0,6450.0,0.0247,0.838,-1.15,0.00322,272.0,59.0,M. Gonzalez,2020-03-30,Organico,0.217
PDT-00254,STG-00255,WL-008,DFIT,5173.0,6388.0,0.013381,0.709,-3.62,0.00108,143.0,88.0,M. Gonzalez,2020-04-01,Organico,0.615
PDT-00255,STG-00256,WL-008,Minifrac,5050.0,4621.0,0.006569,0.7,0.75,0.00337,336.0,34.0,M. Gonzalez,2020-03-30,Organico,0.101
PDT-00256,STG-00257,WL-008,Minifrac,5152.0,5769.0,0.035856,0.742,-0.18,0.0025,171.0,72.0,R. Perez,2020-03-31,Organico,0.421
PDT-00257,STG-00258,WL-008,DFIT,6758.0,6496.0,0.045973,0.806,0.69,0.00308,131.0,91.0,S. Dottori,2020-03-31,Organico,0.695
PDT-00258,STG-00259,WL-008,Minifrac,6329.0,6045.0,0.032348,0.763,-2.38,0.00112,339.0,72.0,R. Perez,2020-04-02,Organico,0.212
PDT-00259,STG-00260,WL-008,DFIT,5342.0,6137.0,0.002269,0.736,0.34,0.00479,346.0,68.0,R. Perez,2020-04-01,Organico,0.197
PDT-00260,STG-00261,WL-008,Minifrac,4805.0,5676.0,0.022532,0.812,-1.26,0.00201,170.0,111.0,S. Dottori,2020-04-01,Organico,0.653
PDT-00261,STG-00262,WL-008,DFIT,5015.0,6478.0,0.037679,0.842,-2.93,0.00124,216.0,75.0,M. Gonzalez,2020-04-01,Organico,0.347
PDT-00262,STG-00263,WL-008,Minifrac,6386.0,5727.0,0.043697,0.84,-4.77,0.00489,315.0,64.0,S. Dottori,2020-04-01,Organico,0.203
PDT-00263,STG-00264,WL-008,StepRate,6822.0,5645.0,0.00098,0.757,-0.6,0.00498,349.0,107.0,S. Dottori,2020-03-31,Organico,0.307
PDT-00264,STG-00265,WL-008,StepRate,6032.0,5962.0,0.020419,0.714,-1.76,0.00116,176.0,107.0,R. Perez,2020-04-03,Organico,0.608
PDT-00265,STG-00266,WL-008,DFIT,6125.0,5647.0,0.027724,0.787,-1.33,0.00362,92.0,63.0,M. Gonzalez,2020-04-02,Organico,0.685
PDT-00266,STG-00267,WL-008,DFIT,5085.0,4317.0,0.048659,0.707,-3.38,0.00426,193.0,68.0,R. Perez,2020-04-03,Organico,0.352
PDT-00267,STG-00268,WL-008,Minifrac,4613.0,4901.0,0.020883,0.843,-0.81,0.00336,273.0,99.0,R. Perez,2020-04-04,Organico,0.363
PDT-00268,STG-00269,WL-008,StepRate,6476.0,4434.0,0.049001,0.723,-3.82,0.00275,276.0,37.0,S. Dottori,2020-04-01,Organico,0.134
PDT-00269,STG-00270,WL-008,Minifrac,5323.0,6066.0,0.038145,0.794,1.98,0.00167,279.0,80.0,R. Perez,2020-04-02,Organico,0.287
PDT-00270,STG-00271,WL-008,StepRate,6838.0,4240.0,0.000808,0.738,0.1,0.0049,292.0,82.0,S. Dottori,2020-04-01,Organico,0.281
PDT-00271,STG-00272,WL-008,DFIT,6964.0,6447.0,0.049808,0.745,1.75,0.00228,87.0,50.0,S. Dottori,2020-04-01,Organico,0.575
PDT-00272,STG-00273,WL-008,DFIT,6665.0,4766.0,0.024782,0.663,-3.07,0.00355,279.0,52.0,S. Dottori,2020-04-03,Organico,0.186
PDT-00273,STG-00274,WL-009,StepRate,5775.0,5525.0,0.028858,0.747,0.42000000000000004,0.0028899999999999998,340.4,90.9,R. Perez,2022-05-03,Loma Amarilla,0.267
PDT-00274,STG-00275,WL-009,DFIT,4907.0,5242.0,0.014359,0.693,-1.37,0.003927,351.9,41.4,R. Perez,2022-05-03,Loma Amarilla,0.118
PDT-00275,STG-00276,WL-009,Minifrac,6610.0,5790.0,0.044854,0.715,-4.88,0.000646,356.5,86.4,M. Gonzalez,2022-05-03,Loma Amarilla,0.242
PDT-00276,STG-00277,WL-009,DFIT,5537.0,4534.0,0.000845,0.808,0.18999999999999995,0.001275,139.14999999999998,38.7,S. Dottori,2022-05-03,Loma Amarilla,0.278
PDT-00277,STG-00278,WL-009,Minifrac,6269.0,5244.0,0.038891,0.766,-3.49,0.00323,274.84999999999997,27.900000000000002,R. Perez,2022-05-03,Loma Amarilla,0.102
PDT-00279,STG-00280,WL-009,DFIT,6373.0,3939.0,0.04751,0.791,-3.26,0.001649,359.95,99.9,S. Dottori,2022-05-04,Loma Amarilla,0.278
PDT-00280,STG-00281,WL-009,Minifrac,6548.0,5346.0,0.001509,0.667,-0.95,0.0019635,267.95,45.9,M. Gonzalez,2022-05-04,Loma Amarilla,0.171
PDT-00281,STG-00282,WL-009,Minifrac,6282.0,5899.0,0.013649,0.679,-3.46,0.002363,197.79999999999998,72.9,S. Dottori,2022-05-04,Loma Amarilla,0.369
PDT-00282,STG-00283,WL-009,DFIT,4735.0,4198.0,0.004035,0.829,0.8799999999999999,0.004012,389.84999999999997,66.60000000000001,M. Gonzalez,2022-05-04,Loma Amarilla,0.171
PDT-00283,STG-00284,WL-009,DFIT,4843.0,5886.0,0.042801,0.807,0.33999999999999997,0.001479,236.89999999999998,63.9,S. Dottori,2022-05-05,Loma Amarilla,0.27
PDT-00284,STG-00285,WL-009,DFIT,5319.0,4999.0,0.022814,0.805,-2.4,0.000527,312.79999999999995,99.0,S. Dottori,2022-05-05,Loma Amarilla,0.316
PDT-00285,STG-00286,WL-009,Minifrac,6117.0,4846.0,0.009507,0.695,0.12,0.0038419999999999995,244.95,55.800000000000004,M. Gonzalez,2022-05-05,Loma Amarilla,0.228
PDT-00286,STG-00287,WL-009,Minifrac,5600.0,4860.0,0.02828,0.698,-4.95,0.0005185,170.2,34.2,M. Gonzalez,2022-05-05,Loma Amarilla,0.201
PDT-00287,STG-00288,WL-009,Minifrac,6043.0,5158.0,0.042662,0.792,0.73,0.0015045,200.1,77.4,S. Dottori,2022-05-06,Loma Amarilla,0.387
PDT-00288,STG-00289,WL-009,StepRate,4846.0,4720.0,0.016033,0.665,-4.43,0.0005949999999999999,182.85,97.2,R. Perez,2022-05-05,Loma Amarilla,0.532
PDT-00289,STG-00290,WL-009,Minifrac,6181.0,6495.0,0.007023,0.688,-4.41,0.0026774999999999998,134.54999999999998,80.10000000000001,R. Perez,2022-05-06,Loma Amarilla,0.595
PDT-00290,STG-00291,WL-009,DFIT,5902.0,6264.0,0.028521,0.692,-3.1,0.002448,140.29999999999998,76.5,R. Perez,2022-05-06,Loma Amarilla,0.545
PDT-00291,STG-00292,WL-009,DFIT,5587.0,5505.0,0.019332,0.722,-5.49,0.0035020000000000003,368.0,105.3,S. Dottori,2022-05-06,Loma Amarilla,0.286
PDT-00292,STG-00293,WL-009,DFIT,5275.0,4973.0,0.012845,0.693,-5.46,0.002839,282.9,42.300000000000004,S. Dottori,2022-05-05,Loma Amarilla,0.15
PDT-00293,STG-00294,WL-009,DFIT,4564.0,4393.0,0.034634,0.69,-5.12,0.0027879999999999997,252.99999999999997,89.10000000000001,S. Dottori,2022-05-06,Loma Amarilla,0.352
PDT-00294,STG-00295,WL-009,Minifrac,6476.0,4379.0,0.017268,0.825,-5.15,0.0023885,241.49999999999997,88.2,R. Perez,2022-05-08,Loma Amarilla,0.365
PDT-00296,STG-00297,WL-010,DFIT,4775.0,5005.0,0.028121,0.65,-4.2,0.00219,94.0,42.0,M. Gonzalez,2018-08-16,Organico,0.447
PDT-00297,STG-00298,WL-010,StepRate,6388.0,5412.0,0.000636,0.826,-1.89,0.00469,214.0,92.0,M. Gonzalez,2018-08-16,Organico,0.43
PDT-00298,STG-00299,WL-010,StepRate,6880.0,4868.0,0.030835,0.828,0.82,0.00266,151.0,42.0,M. Gonzalez,2018-08-16,Organico,0.278
PDT-00299,STG-00300,WL-010,Minifrac,4707.0,5396.0,0.024146,0.846,0.92,0.00255,289.0,47.0,M. Gonzalez,2018-08-16,Organico,0.163
PDT-00300,STG-00301,WL-010,DFIT,4760.0,3936.0,0.042937,0.66,-4.38,0.00157,320.0,60.0,R. Perez,2018-08-16,Organico,0.188
PDT-00301,STG-00302,WL-010,Minifrac,6759.0,5344.0,0.037704,0.8,-3.91,0.00124,99.0,59.0,S. Dottori,2018-08-16,Organico,0.596
PDT-00302,STG-00303,WL-010,Minifrac,5932.0,4220.0,0.010394,0.744,0.46,0.00473,259.0,76.0,S. Dottori,2018-08-17,Organico,0.293
PDT-00303,STG-00304,WL-010,DFIT,6741.0,4831.0,0.034502,0.77,-4.63,0.00085,86.0,63.0,S. Dottori,2018-08-17,Organico,0.733
PDT-00304,STG-00305,WL-010,DFIT,6796.0,4931.0,0.011239,0.683,-1.8,0.0041,159.0,76.0,R. Perez,2018-08-18,Organico,0.478
PDT-00305,STG-00306,WL-010,DFIT,4979.0,6289.0,0.028316,0.796,-0.55,0.00499,203.0,68.0,S. Dottori,2018-08-18,Organico,0.335
PDT-00306,STG-00307,WL-010,Minifrac,4982.0,4158.0,0.020336,0.695,-3.29,0.00452,223.0,74.0,R. Perez,2018-08-18,Organico,0.332
PDT-00307,STG-00308,WL-010,Minifrac,6751.0,4902.0,0.040363,0.736,-0.09,0.00244,186.0,119.0,S. Dottori,2018-08-17,Organico,0.64
PDT-00308,STG-00309,WL-010,Minifrac,6212.0,5012.0,0.043165,0.824,-1.71,0.00488,100.0,30.0,S. Dottori,2018-08-19,Organico,0.3
PDT-00309,STG-00310,WL-010,DFIT,6712.0,5393.0,0.012108,0.764,-4.97,0.00191,136.0,89.0,S. Dottori,2018-08-19,Organico,0.654
PDT-00310,STG-00311,WL-010,Minifrac,5007.0,4956.0,0.034825,0.757,-4.87,0.00479,308.0,53.0,R. Perez,2018-08-18,Organico,0.172
PDT-00311,STG-00312,WL-010,Minifrac,5710.0,6254.0,0.001575,0.719,0.76,0.00333,345.0,115.0,S. Dottori,2018-08-18,Organico,0.333
PDT-00312,STG-00313,WL-010,DFIT,5523.0,5740.0,0.010266,0.779,-0.19,0.00165,242.0,92.0,R. Perez,2018-08-19,Organico,0.38
PDT-00313,STG-00314,WL-010,DFIT,6167.0,5258.0,0.01969,0.686,-0.79,0.00423,242.0,85.0,R. Perez,2018-08-18,Organico,0.351
PDT-00315,STG-00316,WL-010,DFIT,5644.0,6472.0,0.037508,0.736,-1.8,0.00275,258.0,72.0,S. Dottori,2018-08-19,Organico,0.279
PDT-00316,STG-00317,WL-010,DFIT,5527.0,6133.0,0.016512,0.843,-3.79,0.00159,205.0,102.0,R. Perez,2018-08-20,Organico,0.498
PDT-00317,STG-00318,WL-011,DFIT,5744.0,4980.0,0.019705,0.75,-0.10000000000000009,0.0048735,204.0,80.0,S. Dottori,2022-03-02,La Cocina,0.392
PDT-00318,STG-00319,WL-011,DFIT,4705.0,5222.0,0.041996,0.674,-3.01,0.0011610000000000001,231.75,46.25,S. Dottori,2022-03-02,La Cocina,0.2
PDT-00319,STG-00320,WL-011,StepRate,4895.0,3942.0,0.028998,0.847,-0.8800000000000001,0.0019575,165.75,110.0,S. Dottori,2022-03-02,La Cocina,0.664
PDT-00320,STG-00321,WL-011,DFIT,5354.0,5624.0,0.01486,0.72,-0.75,0.0007019999999999999,159.75,66.25,M. Gonzalez,2022-03-02,La Cocina,0.415
PDT-00321,STG-00322,WL-011,DFIT,6700.0,6303.0,0.001319,0.848,1.17,0.003834,138.75,96.25,S. Dottori,2022-03-02,La Cocina,0.694
PDT-00322,STG-00323,WL-011,StepRate,6019.0,5024.0,0.028656,0.69,1.02,0.0018090000000000003,172.5,110.0,R. Perez,2022-03-03,La Cocina,0.638
PDT-00323,STG-00324,WL-011,Minifrac,4789.0,5180.0,0.024913,0.662,0.44999999999999996,0.005589,211.5,60.0,R. Perez,2022-03-02,La Cocina,0.284
PDT-00324,STG-00325,WL-011,DFIT,5047.0,3982.0,0.037375,0.751,-2.13,0.004050000000000001,132.0,131.25,R. Perez,2022-03-03,La Cocina,0.994
PDT-00325,STG-00326,WL-011,Minifrac,5729.0,4329.0,0.049788,0.829,-1.7500000000000002,0.0039555,123.75,125.0,M. Gonzalez,2022-03-03,La Cocina,1.01
PDT-00326,STG-00327,WL-011,DFIT,5404.0,5508.0,0.000151,0.745,2.46,0.004806,138.75,111.25,M. Gonzalez,2022-03-03,La Cocina,0.802
PDT-00327,STG-00328,WL-011,DFIT,6830.0,5632.0,0.041349,0.704,0.010000000000000009,0.0065745000000000005,124.5,55.0,R. Perez,2022-03-04,La Cocina,0.442
PDT-00328,STG-00329,WL-011,DFIT,5498.0,5488.0,0.039905,0.72,-0.49,0.0054405,105.75,62.5,R. Perez,2022-03-03,La Cocina,0.591
PDT-00329,STG-00330,WL-011,DFIT,4677.0,3827.0,0.015369,0.728,-2.1100000000000003,0.0010665000000000002,167.25,68.75,S. Dottori,2022-03-03,La Cocina,0.411
PDT-00330,STG-00331,WL-011,DFIT,5947.0,5426.0,0.02943,0.674,0.3999999999999999,0.0031590000000000003,243.0,140.0,R. Perez,2022-03-05,La Cocina,0.576
